"AED Name","AED Address","Detailed location of the AED installed","Location Google Map coordinate: latitude","Location Google Map coordinate: longitude","Whether the AED can be used by anyone","Person allowed to operate the AED","Person who has access to the AED","Ground level categories","Service Hour Remark","AED brand","AED model","AED remark"
"The Beaumount II","No.6 Shek Kok Road, Tseung Kwan O","Tower 3 Reception, 2/F",22.296699773342,114.27487654233,Yes,"Trained Personnel Only",Anyone,"Non-street level",,,,
Uptown,"600 Castle Peak Road, Hung Shui Kiu, Yuen Long","Clubhouse 1",22.435205187333,114.00039798759,Yes,"Trained Personnel Only",Anyone,"Street level",,,,
"Central Park Towers","2 Tin Yan Road, Tin Shui Wai, Yuen Long, New Territories","Clubhouse Counter",22.459126146505,114.00164120255,Yes,"Trained Personnel Only",Anyone,"Street level",,,,
"BANK OF CHINA TOWER","1 GARDEN ROAD, CENTRAL","MAIN LOBBY",22.27917332101,114.16150362698,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,,,
"BOC WAN CHAI COMMERCIAL CENTRE","409 HENNESSY ROAD, WAI CHAI",Lobby,22.279377,114.1805578,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,,,
"BANK OF CHINA BUILDING","2A DES VOEUX ROAD CENTRAL, CENTRAL",Lobby,22.2802075,114.1601917,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,,,
"Grantham Hospital","Grantham Hospital Rear Entrance, Nam Fung Road, Aberdeen, Hong Kong","Mortuary near Nam Fung Road Entrance",22.2510972,114.1732155,Yes,"Trained Personnel Only",Anyone,"Street level",,,,
"West Tower of Shun Tak Centre","2/F, West Tower, Shun Tak Centre, 168-200 Connaught Road Central, Hong Kong","Reception on 2/F of West Tower, Shun Tak Centre",22.287942713027,114.15125485796,Yes,"Trained Personnel Only",Anyone,"Non-street level",,,,
"China Merchants Tower of Shun Tak Centre","2/F, China Merchants Tower, Shun Tak Centre, 168-200 Connaught Road Central, Hong Kong","Reception on 2/F of China Merchants Tower, Shun Tak Centre",22.28766040572,114.15250879067,Yes,"Trained Personnel Only",Anyone,"Non-street level",,,,
"Wan Chai DHC Express","16/F, Congregation House, 119 Leighton Road, Causeway Bay, Hong Kong","Reception Counter",22.2780679,114.1861849,Yes,"Staff only","Staff only","Non-street level",,,,
"DCH Foods Deluxe","Shop 108-109, Po Kan House, Po Lam Estate, Tseung Kwan O, N.T.","Shop 108-109, Po Kan House, Po Lam Estate, Tseung Kwan O, N.T.",22.3248448,114.2559991,Yes,Anyone,Anyone,"Street level",,,,
"DCH Foods Deluxe","G/F, 7 Hau Wong Road, Kowloon City, Kowloon.","G/F, 7 Hau Wong Road, Kowloon City, Kowloon.",22.3279178,114.1885048,Yes,Anyone,Anyone,"Street level",,,,
"Sok Kwu Wan General Out-patient Clinic","G/F, 1 Second Street, Sok Kwu Wan, Lamma Island","Outside Main Entrance",22.2055758,114.131604,Yes,Anyone,Anyone,"Street level",,,,
"Aberdeen Tree Centre","Aberdeen Reservoir Road","Information Counter",22.253962665872006,114.15933019617492,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level","Aberdeen Tree Centre is closed on the first two days of the Chinese New Year.",,,
"Shing Mun Country Park Visitor Centre","Shing Mun Road, Tsuen Wan","Inside Main Entrance",22.3850221,114.1437728,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level","Shing Mun Country Park Visitor Centre is closed on the first two days of the Chinese New Year.",,,
"Lions Nature Education Centre","Tsiu Hang, Sai Kung","Information Counter",22.37392014033508,114.26404280720139,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level","Lions Nature Education Centre is closed on the first two days of the Chinese New Year.",,,
"Sai Kung Country Park Visitor Centre","531 Tai Mong Tsai Road, Pak Tam Chung, Sai Kung","Information Counter",22.397836,114.319607,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,"CU Medical Systems","Paramedic CU-ER1",
"Tai Mo Shan Country Park Visitor Centre","Tai Mo Shan Road, Tsuen Wan","Information Counter",22.4058255,114.1065986,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level","Tai Mo Shan Country Park Visitor Centre is closed on the first two days of the Chinese New Year.",,,
"Our Lady of Maryknoll Hospital","118 Shatin Pass Road, Wong Tai Sin, Kowloon","Lift Lobby (LG/F, East Wing)",22.345772209187,114.19637754107,Yes,Anyone,Anyone,"Non-street level",,,,
"Our Lady of Maryknoll Hospital","118 Shatin Pass Road, Wong Tai Sin, Kowloon　","Pharmacy Waiting Hall (LG/F, ＯＰＤ　Ｂｕｉｌｄｉｎｇ）",22.345534052954,114.19665917302,Yes,Anyone,Anyone,"Non-street level",,,,
"Princess Margaret Hospital, Block K","2-10 Princess Margaret Hospital Road, Lai Chi Kok, Kowloon","Near G/F Reception, Block K, PMH",22.341423065704,114.13447925872,Yes,Anyone,Anyone,"Street level",,,,
"Yuccie Square","38 On Ning Road, Yuen Long, N.T.","Control Room",22.446706968228,114.02792306257,Yes,Anyone,Anyone,"Street level",,,,
"DCH Logistics &amp; FPC - Yuen Long","67-73 Fuk Hi Street, Yuen Long Industrial Estate, Yuen Long","67-73 Fuk Hi Street, Yuen Long Industrial Estate, Yuen Long",22.4605415,114.021483,Yes,Anyone,Anyone,"Street level",,,,
"DAH CHONG HONG HOLDINGS LIMITED","G/F, DCH Building, 20 Kai Cheung Road, Kowloon Bay.","G/F, DCH Building, 20 Kai Cheung Road, Kowloon Bay.",22.324596,114.2080122,Yes,Anyone,Anyone,"Street level",,,,
"DCH Foods Deluxe","Shop 121-124, G/F., Yuk Shek House., Ping Shek Estate, Kowloon.","Shop 121-124, G/F., Yuk Shek House., Ping Shek Estate, Kowloon.",22.3335127,114.2094681,Yes,Anyone,Anyone,"Street level",,,,
"Po Leung Kuk Leung Chow Shun Kam Primary School","No.1 Wu Fai Street, Tuen Mun, N.T.","1/F Medical room",22.376650575409,113.96413634048,Yes,"Trained Personnel Only","Staff only","Non-street level",,Physio-control,"Lifepak CR Plus (Fully-auto)",
"DCH Foods Deluxe","Shop 7-8 , Pok Yue House , Pok Hong Estate , Shatin , N.T.","Shop 7-8 , Pok Yue House , Pok Hong Estate , Shatin , N.T.",22.375582394689,114.19394221164,Yes,Anyone,Anyone,"Street level",,,,
"DCH Foods Deluxe","Shop 15-18, Kwong Yan House, Kwong Fuk Estate, Tai Po, N.T.","Shop 15-18, Kwong Yan House, Kwong Fuk Estate, Tai Po, N.T.",22.448961110656,114.17512205767,Yes,Anyone,Anyone,"Street level",,Mindray,"BeneHeart C2 (Fully-auto)",
"DCH Foods Deluxe","Shop 208, Sau Mau Ping Shopping Centre , Sau Mau Ping Eastate , Kwun Tong","Shop 208, Sau Mau Ping Shopping Centre , Sau Mau Ping Eastate , Kwun Tong",22.319495543778,114.23197242639,Yes,Anyone,Anyone,"Non-street level",,,,
"DCH Foods Deluxe","Shop L45, Fitfort, No. 560 King&amp;#39;S Road, North Point, Hong Kong","Shop L45, Fitfort, No. 560 King&amp;#39;S Road, North Point, Hong Kong",22.291429073851,114.20345175645,Yes,Anyone,Anyone,"Street level",,,,
"DCH Foods Deluxe","Shop Nos. 17 &amp; 18A, Ug/F., Avon Park, 15 Yat Ming Road, Fanling, N.T.","Shop Nos. 17 &amp; 18A, Ug/F., Avon Park, 15 Yat Ming Road, Fanling, N.T.",22.487554578361,114.14316221786,Yes,Anyone,Anyone,"Non-street level",,Mindray,"BeneHeart C2 (Fully-auto)",
"DCH Foods Deluxe","Shop Nos. 302A And 302B, Third Floor  Cheung Fat Plaza  Cheung Fat Estate, No.6 Tam Kon  Shan Road, Tsing Yi, Nt Hk","Shop Nos. 302A And 302B, Third Floor  Cheung Fat Plaza  Cheung Fat Estate, No.6 Tam Kon  Shan Road, Tsing Yi, Nt Hk",22.362322827418,114.10292043551,Yes,Anyone,Anyone,"Non-street level",,,,
"DCH Foods Deluxe","SHOP 5, G/F QUEEN&amp;#39;S HILL SHOPPING CENTRE, FANLING NT","SHOP 5, G/F QUEEN&amp;#39;S HILL SHOPPING CENTRE, FANLING NT",22.5027292,114.1556299,Yes,Anyone,Anyone,"Street level",,,,
"DCH FOODS DELUXE","Shop No.27 (Exit C2), Tsuen Wan West MTR Station, New Territories","Shop No.27 (Exit C2), Tsuen Wan West MTR Station, New Territories",22.368492892028,114.10966236984,Yes,Anyone,Anyone,"Street level",,,,
"DCH Foods Deluxe","Shop Nos. 147-151, Fook Chi Lau, Moon Lok Dai Ha, 153 Sha Tsui Road, Tsuen Wan, N.T.","Shop Nos. 147-151, Fook Chi Lau, Moon Lok Dai Ha, 153 Sha Tsui Road, Tsuen Wan, N.T.",22.372363663824,114.11222575337,Yes,Anyone,Anyone,"Street level",,,,
"DCH Foods Deluxe","Shop Nos. 340A &amp; 340B on Level 3 of Ma On Shan Plaza, No. 608 Sai Sha Road, Ma On Shan, New Territories","Shop Nos. 340A &amp; 340B on Level 3 of Ma On Shan Plaza, No. 608 Sai Sha Road, Ma On Shan, New Territories",22.425107787575,114.23116390052,Yes,Anyone,Anyone,"Non-street level",,,,
"DCH Foods Deluxe","Stall Nos. M407 &amp; M408, Butterfly Market, Butterfly Estate, Tuen Mun, N.T.","Stall Nos. M407 &amp; M408, Butterfly Market, Butterfly Estate, Tuen Mun, N.T.",22.374672195581,113.96346542541,Yes,Anyone,Anyone,"Street level",,,,
"DCH Foods Deluxe","Shop No. G10, G/F., Yan Tin Shopping Centre, Yan Tin Estate, Tuen Mun, N.T.","Shop No. G10, G/F., Yan Tin Shopping Centre, Yan Tin Estate, Tuen Mun, N.T.",22.41429815485,113.97590024663,Yes,Anyone,Anyone,"Street level",,,,
"DCH Foods Deluxe","Shop Nos. 513, 514 and 515, Fifth Floor, Tsz Wan Shan Shopping Centre, Tsz Lok Estate, Tsz Wan Shan, Kowloon, Hong Kong","Shop Nos. 513, 514 and 515, Fifth Floor, Tsz Wan Shan Shopping Centre, Tsz Lok Estate, Tsz Wan Shan, Kowloon, Hong Kong",22.3485129,114.2005703,Yes,Anyone,Anyone,"Non-street level",,,,
"DCH Finest","Shop No. 1, Shop No. 2, Shop No. 3, Shop No. 5 and Shop No. 6, on the Ground Floor, AVA 61, No. 61 Tai Po Road, Kowloon","Shop No. 1, Shop No. 2, Shop No. 3, Shop No. 5 and Shop No. 6, on the Ground Floor, AVA 61, No. 61 Tai Po Road, Kowloon",22.33164,114.1646639,Yes,Anyone,Anyone,"Street level",,,,
"DCH Finest","SHOP NOS. 33-34 G/F BELVEDERE SQUARE BELVEDERE GARDEN PH 3 625 CASTLE PEAK RD TSUEN WAN NT","SHOP NOS. 33-34 G/F BELVEDERE SQUARE BELVEDERE GARDEN PH 3 625 CASTLE PEAK RD TSUEN WAN NT",22.371660759835,114.10149468221,Yes,Anyone,Anyone,"Street level",,,,
"YEE LIM GODOWN &amp; COLD STORAGE LTD.","G/F, Block C, 2-28 Kwai Lok Street, Kwai Chung","G/F, Block C, 2-28 Kwai Lok Street, Kwai Chung",22.3576246,114.1237805,Yes,Anyone,Anyone,"Street level",,,,
"DCH LOGISTICS COMPANY LIMITED","3/F, CITIC Telecom Tower, 93 Kwai Fuk Road, Kwai Chung","3/F, CITIC Telecom Tower, 93 Kwai Fuk Road, Kwai Chung",22.360167427504,114.12012507302,Yes,Anyone,Anyone,"Non-street level",,,,
"Dah Chong Hong(MSC) Ltd","G/F., No.111 Lee Nam Road,Ap Lei Chau,Hong Kong","G/F., No.111 Lee Nam Road,Ap Lei Chau,Hong Kong",22.238284107245,114.15268933862,Yes,Anyone,Anyone,"Non-street level",,,,
"DAH CHONG HONG ( MSC ) LIMITED","30, Kiu Wong Treet, Kiu Tau Wai, Yuen Long.","30, Kiu Wong Treet, Kiu Tau Wai, Yuen Long.",22.443790802398,114.0025384978,Yes,Anyone,Anyone,"Non-street level",,,,
大昌貿易行汽車服務中心有限公司,"NEW TERRITORIES KWAI CHUNG KINGSWAY INDUSTRIAL BUILDING PHASE I, 167-175 WO YI HOP ROAD","NEW TERRITORIES KWAI CHUNG KINGSWAY INDUSTRIAL BUILDING PHASE I, 167-175 WO YI HOP ROAD",22.3715047,114.1364134,Yes,Anyone,Anyone,"Street level",,,,
"Dah Chong Hong Motor Service Centre Ltd","Unit B, G/F, Cheung Wah Ind&amp;#39;l Bldg., 10-12 Shipyard Lane, Quarry Bay, HK","Unit B, G/F, Cheung Wah Ind&amp;#39;l Bldg., 10-12 Shipyard Lane, Quarry Bay, HK",22.285614800477,114.21432338099,Yes,Anyone,Anyone,"Street level",,,,
"Dah Chong Hong (MSC) Ltd","DD99 Lot 744RP, Tun Yu Road San Tin Yuen Long","DD99 Lot 744RP, Tun Yu Road San Tin Yuen Long",22.504411979085,114.07637760954,Yes,Anyone,Anyone,"Street level",,,,
"MotorMech Service Station Ltd.","No.3 &amp; 4, G/F., Shing Chuen Ind. Bldg., 25-27, Shing Wan Rd., Shatin, N.T.","No.3 &amp; 4, G/F., Shing Chuen Ind. Bldg., 25-27, Shing Wan Rd., Shatin, N.T.",22.375561660196,114.18083996807,Yes,Anyone,Anyone,"Street level",,,,
"MotorMech Service Station Ltd.","G/F., Rainbow Ind. Bldg., 149 Wai Yip St., Kwun Tong, Kln.","G/F., Rainbow Ind. Bldg., 149 Wai Yip St., Kwun Tong, Kln.",22.31296099944,114.21859956809,Yes,Anyone,Anyone,"Street level",,,,
"MotorMech Service Station Ltd.","G/F., Tong Yuen Fty. Bldg., 505 Castle Peak Road,Lai Chi Kok, Kln.","G/F., Tong Yuen Fty. Bldg., 505 Castle Peak Road,Lai Chi Kok, Kln.",22.337094042972,114.14518261961,Yes,Anyone,Anyone,"Street level",,,,
"Binli Showroom - Causeway Bay","G/F, Bonaventure House, 91 Leighton Road, Causeway Bay","G/F, Bonaventure House, 91 Leighton Road, Causeway Bay",22.277619136941,114.18444022454,Yes,Anyone,Anyone,"Non-street level",,,,
"ISUZU Showroom - Price Edward","G/F, Tung Shing Building, 402 - 406 Portland Street, Kln.","G/F, Tung Shing Building, 402 - 406 Portland Street, Kln.",22.324834255142,114.16767893006,Yes,Anyone,Anyone,"Non-street level",,,,
"Food Trading - FOM Godown - Tsuen Wan","Flat A, G/F., Tsuen Wan Industrial Centre, 220 Texaco Road, Tsuen Wan, N.T.","Flat A, G/F., Tsuen Wan Industrial Centre, 220 Texaco Road, Tsuen Wan, N.T.",22.3652084,114.1155581,Yes,Anyone,Anyone,"Non-street level",,,,
"Gilman Showroom - Wanchai","Shop 702-703, Hopewell Centre, 183 Queen&amp;#39;s Road East, Wanchai, Hong Kong","Shop 702-703, Hopewell Centre, 183 Queen&amp;#39;s Road East, Wanchai, Hong Kong",22.2747924,114.1716655,Yes,Anyone,Anyone,"Non-street level",,,,
"Gilman Showroom - Shatin","Shop 357-358, HomeSquare, 138 Shatin Rural Committee Road, Shatin, New Territories","Shop 357-358, HomeSquare, 138 Shatin Rural Committee Road, Shatin, New Territories",22.38563493225,114.18741704289,Yes,Anyone,Anyone,"Non-street level",,,,
"Food Trading - Sai Wan Lighter","Belcher&amp;#39;s Bay Public Cargo Working Area,. Kennedy Town Praya, Hong Kong.","Belcher&amp;#39;s Bay Public Cargo Working Area,. Kennedy Town Praya, Hong Kong.",22.284940944567,114.12923062782,Yes,Anyone,Anyone,"Street level",,,,
"MSC Parts Depot - Ping Shan","DD125,Lot No. 1523-1526 Ha Tsuen Road Yuen Long, NT","DD125,Lot No. 1523-1526 Ha Tsuen Road Yuen Long, NT",22.450672925841605,113.99737588311157,Yes,Anyone,Anyone,"Non-street level",,,,
"Japan Auto Parts Co Ltd","DD125.lot1475RP.Ha Tsuen San Sang Tsuen,Ping Shan.Yuen Long New Territories","DD125.lot1475RP.Ha Tsuen San Sang Tsuen,Ping Shan.Yuen Long New Territories",22.44574423451,113.98710317879,Yes,Anyone,Anyone,"Street level",,,,
"Sai Wan Ho Station","Sai Wan Ho Station","Platform 1 (near the 3th Car)",22.282097811483,114.22209859314,Yes,"Staff only","Accompanied By Staff only","Non-street level",,,,
"One Kowloon","1 Wang Yuen Street, Kowloon Bay","Lobby Concierge",22.320726218568,114.21015444069,Yes,Anyone,Anyone,"Street level",,,,
"Sheung Wan Station","Sheung Wan Station","Interchange Level (near Exit E)",22.286259935634,114.15356010618,Yes,"Staff only","Accompanied By Staff only","Non-street level",,,,
"Sheung Wan Station","Sheung Wan Station","Interchange Level (near Exit A)",22.286344318503,114.15214121761,Yes,"Staff only","Accompanied By Staff only","Non-street level",,,,
"Tin Hau Station","Tin Hau Station","Platform 1 (near the 3rd Car)",22.28242790695,114.19175744476,Yes,Anyone,"Accompanied By Staff only","Non-street level",,,,
"North Point Station","North Point Station","Platform 4 (near the 4th Car)",22.291263255388,114.20051217499,Yes,"Staff only","Accompanied By Staff only","Non-street level",,,,
"Hong Kong Station","Hong Kong Station","Tung Chung Line Concourse (Paid Area)",22.284676506463,114.15819764557,Yes,"Staff only","Accompanied By Staff only","Non-street level",,,,
"Fashion Walk","Great George Street / Paterson Street / Cleveland Street / Kingston Street, Causeway Bay","G/F Concierge Counter",22.280832464613745,114.1851691545269,Yes,Anyone,Anyone,"Street level",,,,
"Hang Lung Centre","2-20 Paterson Street, Causeway Bay","G/F Control Room",22.2801521,114.1860149,Yes,Anyone,Anyone,"Street level",,,,
"Peak Galleria","118 Peak Road, The Peak","G/F Concierge Counter",22.2703965,114.1499227,Yes,Anyone,Anyone,"Street level",,,,
"Standard Chartered Bank Building","4-4A Des Voeux Road Central, Central","1/F, Lobby, Concierge Counter",22.2803829,114.159077,Yes,Anyone,Anyone,"Street level",,,,
"Gala Place","56 Dundas Street, Mongkok","G/F Shroff Office",22.315236529485,114.17116811839,Yes,Anyone,Anyone,"Street level",,,,
"Grand Centre","8 Humphreys Avenue, Tsim Sha Tsui","G/F Management Office",22.2985564,114.1735215,Yes,Anyone,Anyone,"Street level",,,,
"Amoy Plaza","77 Ngau Tau Kok Road, Kowloon Bay","1/F Concierge Counter, Amoy Plaza Phase II",22.3242276,114.2167824,Yes,Anyone,Anyone,"Street level",,,,
"Amoy Plaza","77 Ngau Tau Kok Road, Kowloon Bay","Shroff Office, 2/F, Phase 1",22.324460830279104,114.21605820356598,Yes,Anyone,Anyone,"Street level",,,,
"Kwai Fong Station","Kwai Fong Station","Platform 2 (near the 3th Car)",22.356825911549,114.12782431068,Yes,"Staff only","Accompanied By Staff only","Non-street level",,,,
"Grand Plaza","625 &amp; 639 Nathan Road, Mongkok","G/F Concierge Counter",22.3179638,114.1694325,Yes,Anyone,Anyone,"Street level",,,,
"Kornhill Plaza","1-2 Kornhill Road, Quarry Bay","Control Room, M/F, Kornhill Plaza North",22.284972671337595,114.21596203121337,Yes,Anyone,Anyone,"Street level",,,,
"Kornhill Plaza","1-2 Kornhill Road, Quarry Bay","Shroff Office , 1/F, Kornhill Plaza South",22.28496770759209,114.21596203121337,Yes,Anyone,Anyone,"Street level",,,,
"Disneyland Resort Station","Disneyland Resort Station","Platform 1 (near Lift)",22.315364039427,114.04519081535,Yes,"Staff only","Accompanied By Staff only","Street level",,,,
"Whampoa Station","Whampoa Station","West Concourse near Entry/Exit Gate (Exit A/B Unpaid Area)",22.305014311655,114.18955973438,Yes,"Staff only","Accompanied By Staff only","Non-street level",,,,
"Ho Man Tin Station","Ho Man Tin Station","Transfer Lobby (Paid Area)",22.30933208408,114.18271473698,Yes,"Staff only","Accompanied By Staff only","Non-street level",,,,
"The Beaumount","No. 8 Shek Kok Road, Tseung Kwan O","Swimming pool counter",22.297451100234,114.27488479193,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,,,
"China State - Alchmex Joint Ventre - Site Office for Widening of Castle Peak Road between Kwun Tsing Road and Hoi Wing Road","Site Office, Tsing Fat Street, Lok On Pai, Tuen Mun, NT","Inside Main Entrance",22.362764624841,113.99937233976,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,,,
"Room301C,3/F,Wah Wan Industrial Building,No.2 Kin Fat Lane,Tuen Mun,N.T.","Room301C,3/F,Wah Wan Industrial Building,No.2 Kin Fat Lane,Tuen Mun,N.T.","Room301C,3/F,Wah Wan Industrial Building,No.2 Kin Fat Lane,Tuen Mun,N.T.",22.397091326314,113.9681572233,Yes,"Trained Personnel Only",Anyone,"Non-street level",,,,
"Banyan Garden","861-871 Lai Chi Kok Road, Cheung Sha Wan","Security Control Room",22.3339641,114.147242,Yes,Anyone,Anyone,"Non-street level",,,,
"Villa Esplanada","8 Nga Ying Chau Street, Tsing Yi","L3 Clubhouse Reception",22.362290962579,114.10659634603,Yes,"Trained Personnel Only",Anyone,"Non-street level",,,,
FOYER,"G/F Customer Service Centre of FOYER, 625 King&amp;#39;s Road, North Point, Hong Kong","G/F Concierge Counter, FOYER, 625 King&amp;#39;s Road, North Point, Hong Kong",22.292141,114.206345,Yes,Anyone,"Accompanied By Staff only","Street level",,,,
